date,cash_type,card,money,coffee_name,time,hour,day,month,month_num
2024-10-11,card,ANON-0000-0000-0747,35.76,Hot Chocolate,17:26:11,17,Friday,October,10
2024-10-11,card,ANON-0000-0000-0690,35.76,Latte,21:48:37,21,Friday,October,10
2024-10-11,card,ANON-0000-0000-0748,30.86,Americano with Milk,21:53:53,21,Friday,October,10
2024-10-11,card,ANON-0000-0000-0749,35.76,Hot Chocolate,22:36:27,22,Friday,October,10
2024-10-11,card,ANON-0000-0000-0749,35.76,Hot Chocolate,22:37:26,22,Friday,October,10
2024-10-12,card,ANON-0000-0000-0141,25.96,Cortado,08:28:15,8,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0650,25.96,Cortado,10:31:38,10,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0650,25.96,Cortado,10:32:55,10,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0507,35.76,Latte,11:52:15,11,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0750,30.86,Americano with Milk,11:53:41,11,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0751,35.76,Cappuccino,13:18:47,13,Saturday,October,10
2024-10-12,card,ANON-0000-0000-0507,35.76,Latte,20:10:53,20,Saturday,October,10
2024-10-13,card,ANON-0000-0000-0141,25.96,Cortado,09:54:55,9,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0752,30.86,Americano with Milk,12:20:46,12,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0650,25.96,Cortado,13:32:29,13,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0650,21.06,Espresso,13:33:29,13,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0650,25.96,Cortado,13:34:25,13,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0507,35.76,Latte,17:53:20,17,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0507,35.76,Latte,17:54:22,17,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0753,35.76,Cappuccino,18:22:58,18,Sunday,October,10
2024-10-13,card,ANON-0000-0000-0257,35.76,Cappuccino,20:43:04,20,Sunday,October,10
2024-10-14,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:26:54,8,Monday,October,10
2024-10-14,card,ANON-0000-0000-0754,35.76,Cocoa,09:49:54,9,Monday,October,10
2024-10-14,card,ANON-0000-0000-0141,25.96,Cortado,10:27:51,10,Monday,October,10
2024-10-14,card,ANON-0000-0000-0440,35.76,Latte,10:38:06,10,Monday,October,10
2024-10-14,card,ANON-0000-0000-0440,35.76,Latte,10:39:13,10,Monday,October,10
2024-10-14,card,ANON-0000-0000-0755,35.76,Cappuccino,11:23:50,11,Monday,October,10
2024-10-14,card,ANON-0000-0000-0225,25.96,Americano,11:25:37,11,Monday,October,10
2024-10-14,card,ANON-0000-0000-0225,25.96,Americano,11:26:45,11,Monday,October,10
2024-10-14,card,ANON-0000-0000-0756,35.76,Latte,14:36:07,14,Monday,October,10
2024-10-14,card,ANON-0000-0000-0507,35.76,Latte,14:49:51,14,Monday,October,10
2024-10-14,card,ANON-0000-0000-0757,25.96,Americano,16:37:47,16,Monday,October,10
2024-10-14,card,ANON-0000-0000-0758,35.76,Latte,18:19:19,18,Monday,October,10
2024-10-14,card,ANON-0000-0000-0758,35.76,Cappuccino,18:20:20,18,Monday,October,10
2024-10-14,card,ANON-0000-0000-0759,35.76,Latte,22:08:53,22,Monday,October,10
2024-10-14,card,ANON-0000-0000-0760,35.76,Latte,22:10:23,22,Monday,October,10
2024-10-14,card,ANON-0000-0000-0510,35.76,Latte,22:21:53,22,Monday,October,10
2024-10-15,card,ANON-0000-0000-0141,25.96,Cortado,08:14:28,8,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0761,21.06,Espresso,08:34:17,8,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0762,35.76,Hot Chocolate,11:13:21,11,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0736,35.76,Latte,11:15:20,11,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0736,35.76,Hot Chocolate,11:16:27,11,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0763,35.76,Latte,13:00:43,13,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0764,30.86,Americano with Milk,13:15:44,13,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0683,35.76,Latte,15:32:11,15,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0765,25.96,Americano,15:54:16,15,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0765,21.06,Espresso,15:55:19,15,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0766,35.76,Hot Chocolate,17:04:11,17,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0767,25.96,Americano,19:22:21,19,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0767,35.76,Cocoa,19:23:17,19,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0507,35.76,Latte,20:11:14,20,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0507,35.76,Latte,20:12:28,20,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0040,35.76,Hot Chocolate,21:18:08,21,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0040,35.76,Hot Chocolate,21:35:19,21,Tuesday,October,10
2024-10-15,card,ANON-0000-0000-0690,35.76,Latte,22:15:19,22,Tuesday,October,10
2024-10-16,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:21:26,8,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0696,35.76,Hot Chocolate,08:36:23,8,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0570,35.76,Latte,09:25:51,9,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0571,30.86,Americano with Milk,10:15:47,10,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0571,30.86,Americano with Milk,10:16:53,10,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0333,30.86,Americano with Milk,10:45:24,10,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0768,25.96,Americano,11:49:44,11,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0769,30.86,Americano with Milk,12:29:44,12,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0764,25.96,Americano,13:20:10,13,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0770,35.76,Latte,16:45:29,16,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0510,30.86,Americano with Milk,17:43:20,17,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0771,30.86,Americano with Milk,19:37:42,19,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0771,30.86,Americano with Milk,19:38:36,19,Wednesday,October,10
2024-10-16,card,ANON-0000-0000-0772,35.76,Hot Chocolate,21:20:28,21,Wednesday,October,10
2024-10-17,card,ANON-0000-0000-0696,35.76,Latte,07:47:00,7,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0570,35.76,Latte,07:58:06,7,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0773,30.86,Americano with Milk,09:24:27,9,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0510,35.76,Latte,10:26:37,10,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0313,35.76,Hot Chocolate,10:44:54,10,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0774,30.86,Americano with Milk,11:59:26,11,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0775,35.76,Latte,13:57:24,13,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0776,25.96,Americano,14:34:42,14,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0702,35.76,Hot Chocolate,16:37:12,16,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0702,35.76,Hot Chocolate,16:38:17,16,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0702,35.76,Latte,16:39:09,16,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0777,35.76,Hot Chocolate,16:48:35,16,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0777,35.76,Hot Chocolate,16:49:33,16,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0258,35.76,Cappuccino,17:08:27,17,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0258,35.76,Hot Chocolate,17:09:30,17,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0507,35.76,Latte,19:43:12,19,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0778,30.86,Americano with Milk,20:11:36,20,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:46:12,21,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:47:20,21,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0779,35.76,Latte,21:48:31,21,Thursday,October,10
2024-10-17,card,ANON-0000-0000-0779,35.76,Hot Chocolate,21:49:54,21,Thursday,October,10
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,08:41:59,8,Friday,October,10
2024-10-18,card,ANON-0000-0000-0054,35.76,Cocoa,08:42:59,8,Friday,October,10
2024-10-18,card,ANON-0000-0000-0003,35.76,Cocoa,09:32:41,9,Friday,October,10
2024-10-18,card,ANON-0000-0000-0003,35.76,Cocoa,09:34:08,9,Friday,October,10
2024-10-18,card,ANON-0000-0000-0780,35.76,Cappuccino,09:55:20,9,Friday,October,10
2024-10-18,card,ANON-0000-0000-0780,35.76,Cappuccino,11:54:58,11,Friday,October,10
2024-10-18,card,ANON-0000-0000-0781,35.76,Latte,14:51:04,14,Friday,October,10
2024-10-18,card,ANON-0000-0000-0781,35.76,Cappuccino,14:52:15,14,Friday,October,10
2024-10-18,card,ANON-0000-0000-0683,25.96,Americano,15:39:19,15,Friday,October,10
2024-10-18,card,ANON-0000-0000-0782,35.76,Latte,16:09:57,16,Friday,October,10
2024-10-18,card,ANON-0000-0000-0783,35.76,Hot Chocolate,17:45:38,17,Friday,October,10
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,21:14:40,21,Friday,October,10
2024-10-18,card,ANON-0000-0000-0012,35.76,Cocoa,21:15:22,21,Friday,October,10
2024-10-18,card,ANON-0000-0000-0784,30.86,Americano with Milk,21:52:23,21,Friday,October,10
2024-10-18,card,ANON-0000-0000-0690,35.76,Latte,22:03:26,22,Friday,October,10
2024-10-19,card,ANON-0000-0000-0785,30.86,Americano with Milk,08:34:13,8,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0019,35.76,Latte,13:22:06,13,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0355,35.76,Cappuccino,14:10:32,14,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0507,35.76,Hot Chocolate,15:56:55,15,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0507,35.76,Latte,15:59:24,15,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0494,35.76,Latte,16:02:45,16,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0696,35.76,Latte,16:17:42,16,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0690,35.76,Cocoa,21:46:45,21,Saturday,October,10
2024-10-19,card,ANON-0000-0000-0786,35.76,Cappuccino,22:46:37,22,Saturday,October,10
2024-10-20,card,ANON-0000-0000-0570,35.76,Latte,08:40:43,8,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0570,35.76,Cocoa,08:41:50,8,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0787,35.76,Latte,11:16:51,11,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0650,35.76,Hot Chocolate,14:28:46,14,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0650,25.96,Cortado,14:29:43,14,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0455,30.86,Americano with Milk,15:52:45,15,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0788,35.76,Latte,16:45:09,16,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0788,35.76,Latte,16:46:04,16,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0507,35.76,Latte,17:27:05,17,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0012,35.76,Cocoa,18:34:16,18,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0012,35.76,Cocoa,18:35:08,18,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0789,35.76,Hot Chocolate,21:14:18,21,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0790,25.96,Cortado,21:15:17,21,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0791,35.76,Cocoa,21:17:26,21,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0792,35.76,Latte,21:25:00,21,Sunday,October,10
2024-10-20,card,ANON-0000-0000-0550,35.76,Cappuccino,22:17:29,22,Sunday,October,10
2024-10-21,card,ANON-0000-0000-0696,35.76,Latte,07:48:43,7,Monday,October,10
2024-10-21,card,ANON-0000-0000-0097,35.76,Latte,08:19:56,8,Monday,October,10
2024-10-21,card,ANON-0000-0000-0385,30.86,Americano with Milk,09:04:54,9,Monday,October,10
2024-10-21,card,ANON-0000-0000-0793,35.76,Latte,09:34:25,9,Monday,October,10
2024-10-21,card,ANON-0000-0000-0700,25.96,Americano,10:25:09,10,Monday,October,10
2024-10-21,card,ANON-0000-0000-0141,25.96,Cortado,10:41:44,10,Monday,October,10
2024-10-21,card,ANON-0000-0000-0141,25.96,Cortado,10:42:35,10,Monday,October,10
2024-10-21,card,ANON-0000-0000-0274,21.06,Espresso,11:27:41,11,Monday,October,10
2024-10-21,card,ANON-0000-0000-0751,35.76,Cappuccino,12:40:24,12,Monday,October,10
2024-10-21,card,ANON-0000-0000-0794,35.76,Latte,14:42:56,14,Monday,October,10
2024-10-21,card,ANON-0000-0000-0726,35.76,Latte,14:43:58,14,Monday,October,10
2024-10-21,card,ANON-0000-0000-0795,30.86,Americano with Milk,15:27:02,15,Monday,October,10
2024-10-21,card,ANON-0000-0000-0796,25.96,Cortado,15:39:04,15,Monday,October,10
2024-10-21,card,ANON-0000-0000-0225,35.76,Cocoa,16:42:57,16,Monday,October,10
2024-10-21,card,ANON-0000-0000-0797,35.76,Latte,16:55:22,16,Monday,October,10
2024-10-21,card,ANON-0000-0000-0798,35.76,Hot Chocolate,19:21:13,19,Monday,October,10
2024-10-21,card,ANON-0000-0000-0799,35.76,Latte,21:05:36,21,Monday,October,10
2024-10-21,card,ANON-0000-0000-0789,35.76,Cocoa,22:30:44,22,Monday,October,10
2024-10-21,card,ANON-0000-0000-0791,35.76,Hot Chocolate,22:31:33,22,Monday,October,10
2024-10-22,card,ANON-0000-0000-0696,35.76,Latte,07:32:59,7,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0696,35.76,Cappuccino,07:34:00,7,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:25:32,8,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0800,25.96,Cortado,09:17:50,9,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0402,21.06,Espresso,10:51:32,10,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0402,25.96,Cortado,10:52:17,10,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0801,25.96,Americano,18:07:02,18,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0507,35.76,Hot Chocolate,19:46:39,19,Tuesday,October,10
2024-10-22,card,ANON-0000-0000-0507,35.76,Latte,19:47:50,19,Tuesday,October,10
2024-10-23,card,ANON-0000-0000-0696,35.76,Latte,07:58:06,7,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0276,30.86,Americano with Milk,08:45:14,8,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0141,25.96,Cortado,10:24:57,10,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0802,30.86,Americano with Milk,12:31:05,12,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0803,30.86,Americano with Milk,16:20:02,16,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0803,30.86,Americano with Milk,16:21:09,16,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0804,35.76,Cappuccino,16:42:30,16,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0805,21.06,Espresso,17:02:46,17,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0040,35.76,Cocoa,18:58:58,18,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0040,35.76,Cappuccino,19:00:43,19,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0518,30.86,Americano with Milk,21:57:20,21,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0806,35.76,Hot Chocolate,21:58:23,21,Wednesday,October,10
2024-10-23,card,ANON-0000-0000-0807,35.76,Latte,22:23:38,22,Wednesday,October,10
2024-10-24,card,ANON-0000-0000-0808,25.96,Americano,12:07:46,12,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0809,35.76,Cappuccino,13:23:59,13,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0804,35.76,Cappuccino,14:09:46,14,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0810,35.76,Hot Chocolate,14:49:01,14,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0810,35.76,Latte,14:49:49,14,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0788,35.76,Latte,15:47:32,15,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0788,35.76,Latte,15:48:29,15,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0811,25.96,Americano,18:53:47,18,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0811,25.96,Americano,18:55:07,18,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0507,35.76,Latte,19:50:18,19,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0812,25.96,Americano,20:44:11,20,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0813,35.76,Hot Chocolate,21:14:44,21,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0813,35.76,Hot Chocolate,21:15:29,21,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0637,35.76,Hot Chocolate,21:56:20,21,Thursday,October,10
2024-10-24,card,ANON-0000-0000-0637,35.76,Cappuccino,21:57:10,21,Thursday,October,10
2024-10-25,card,ANON-0000-0000-0696,35.76,Cappuccino,07:38:11,7,Friday,October,10
2024-10-25,card,ANON-0000-0000-0402,21.06,Espresso,07:45:22,7,Friday,October,10
2024-10-25,card,ANON-0000-0000-0570,35.76,Cocoa,08:10:04,8,Friday,October,10
2024-10-25,card,ANON-0000-0000-0570,35.76,Latte,08:10:54,8,Friday,October,10
2024-10-25,card,ANON-0000-0000-0084,35.76,Cocoa,08:18:49,8,Friday,October,10
2024-10-25,card,ANON-0000-0000-0683,25.96,Americano,10:03:28,10,Friday,October,10
2024-10-25,card,ANON-0000-0000-0683,25.96,Americano,10:05:21,10,Friday,October,10
2024-10-25,card,ANON-0000-0000-0276,30.86,Americano with Milk,10:51:01,10,Friday,October,10
2024-10-25,card,ANON-0000-0000-0012,35.76,Cocoa,11:49:42,11,Friday,October,10
2024-10-25,card,ANON-0000-0000-0012,35.76,Cocoa,11:50:30,11,Friday,October,10
2024-10-25,card,ANON-0000-0000-0141,25.96,Cortado,12:06:50,12,Friday,October,10
2024-10-25,card,ANON-0000-0000-0814,35.76,Latte,12:40:37,12,Friday,October,10
2024-10-25,card,ANON-0000-0000-0137,35.76,Cappuccino,14:23:16,14,Friday,October,10
2024-10-25,card,ANON-0000-0000-0815,35.76,Hot Chocolate,22:19:23,22,Friday,October,10
2024-10-25,card,ANON-0000-0000-0815,21.06,Espresso,22:22:31,22,Friday,October,10
2024-10-26,card,ANON-0000-0000-0682,35.76,Cappuccino,07:49:59,7,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,08:41:44,8,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0334,35.76,Cappuccino,08:52:59,8,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0816,25.96,Americano,10:24:38,10,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0040,35.76,Cocoa,12:18:09,12,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0817,35.76,Latte,13:03:31,13,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0276,35.76,Latte,14:34:58,14,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0276,30.86,Americano with Milk,14:36:14,14,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,15:05:22,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0141,25.96,Cortado,15:06:19,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0818,35.76,Latte,15:38:28,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0818,35.76,Latte,15:39:29,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0819,30.86,Americano with Milk,15:52:01,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0820,30.86,Americano with Milk,15:53:21,15,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0715,35.76,Cappuccino,19:19:21,19,Saturday,October,10
2024-10-26,card,ANON-0000-0000-0821,30.86,Americano with Milk,20:34:46,20,Saturday,October,10
2024-10-27,card,ANON-0000-0000-0347,30.86,Americano with Milk,11:01:56,11,Sunday,October,10
2024-10-27,card,ANON-0000-0000-0276,35.76,Latte,12:53:25,12,Sunday,October,10
2024-10-27,card,ANON-0000-0000-0276,30.86,Americano with Milk,12:54:27,12,Sunday,October,10
2024-10-27,card,ANON-0000-0000-0822,35.76,Cappuccino,13:43:46,13,Sunday,October,10
2024-10-27,card,ANON-0000-0000-0507,35.76,Latte,16:17:06,16,Sunday,October,10
2024-10-28,card,ANON-0000-0000-0696,35.76,Cappuccino,07:46:28,7,Monday,October,10
2024-10-28,card,ANON-0000-0000-0823,25.96,Americano,08:01:12,8,Monday,October,10
2024-10-28,card,ANON-0000-0000-0683,35.76,Latte,08:35:02,8,Monday,October,10
2024-10-28,card,ANON-0000-0000-0242,30.86,Americano with Milk,09:15:42,9,Monday,October,10
2024-10-28,card,ANON-0000-0000-0824,35.76,Latte,11:42:36,11,Monday,October,10
2024-10-28,card,ANON-0000-0000-0824,35.76,Latte,11:43:43,11,Monday,October,10
2024-10-28,card,ANON-0000-0000-0707,35.76,Hot Chocolate,12:01:36,12,Monday,October,10
2024-10-28,card,ANON-0000-0000-0825,30.86,Americano with Milk,12:02:34,12,Monday,October,10
2024-10-28,card,ANON-0000-0000-0826,35.76,Cappuccino,12:21:30,12,Monday,October,10
2024-10-28,card,ANON-0000-0000-0819,30.86,Americano with Milk,14:10:54,14,Monday,October,10
2024-10-28,card,ANON-0000-0000-0819,30.86,Americano with Milk,14:11:56,14,Monday,October,10
2024-10-28,card,ANON-0000-0000-0827,30.86,Americano with Milk,14:30:59,14,Monday,October,10
2024-10-28,card,ANON-0000-0000-0159,35.76,Latte,16:01:20,16,Monday,October,10
2024-10-28,card,ANON-0000-0000-0828,35.76,Cocoa,17:55:18,17,Monday,October,10
2024-10-28,card,ANON-0000-0000-0828,35.76,Cocoa,17:56:02,17,Monday,October,10
2024-10-28,card,ANON-0000-0000-0257,35.76,Cappuccino,19:10:25,19,Monday,October,10
2024-10-28,card,ANON-0000-0000-0329,30.86,Americano with Milk,21:20:03,21,Monday,October,10
2024-10-28,card,ANON-0000-0000-0695,30.86,Americano with Milk,22:05:50,22,Monday,October,10
2024-10-29,card,ANON-0000-0000-0804,35.76,Latte,08:40:52,8,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0683,35.76,Latte,08:47:05,8,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0570,35.76,Latte,09:31:57,9,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0829,30.86,Americano with Milk,11:59:46,11,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0830,21.06,Espresso,12:21:36,12,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0831,25.96,Cortado,14:15:43,14,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0831,25.96,Cortado,14:17:00,14,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0832,35.76,Cappuccino,14:37:35,14,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0833,35.76,Hot Chocolate,16:09:33,16,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0834,35.76,Cocoa,16:10:56,16,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0225,35.76,Cocoa,16:17:33,16,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0835,30.86,Americano with Milk,18:02:04,18,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0835,30.86,Americano with Milk,18:02:57,18,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0836,30.86,Americano with Milk,19:02:05,19,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0206,35.76,Cappuccino,19:05:44,19,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0507,35.76,Hot Chocolate,19:51:12,19,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0507,35.76,Latte,19:54:02,19,Tuesday,October,10
2024-10-29,card,ANON-0000-0000-0799,35.76,Latte,20:07:35,20,Tuesday,October,10
2024-10-30,card,ANON-0000-0000-0703,35.76,Latte,07:52:05,7,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0571,30.86,Americano with Milk,08:46:26,8,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0571,30.86,Americano with Milk,08:47:29,8,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0837,35.76,Latte,09:11:29,9,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0838,35.76,Latte,10:31:53,10,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0838,35.76,Latte,10:33:07,10,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0375,35.76,Latte,12:08:45,12,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0375,25.96,Americano,12:09:46,12,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0734,30.86,Americano with Milk,12:10:58,12,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0839,25.96,Americano,12:37:00,12,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0507,35.76,Latte,15:05:15,15,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0507,35.76,Latte,15:07:03,15,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0840,30.86,Americano with Milk,16:04:48,16,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0841,35.76,Hot Chocolate,18:08:12,18,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0819,30.86,Americano with Milk,19:18:31,19,Wednesday,October,10
2024-10-30,card,ANON-0000-0000-0842,30.86,Americano with Milk,19:43:21,19,Wednesday,October,10
2024-10-31,card,ANON-0000-0000-0703,35.76,Latte,07:54:17,7,Thursday,October,10
2024-10-31,card,ANON-0000-0000-0683,35.76,Latte,08:38:53,8,Thursday,October,10
2024-10-31,card,ANON-0000-0000-0276,30.86,Americano with Milk,09:18:19,9,Thursday,October,10
2024-10-31,card,ANON-0000-0000-0843,35.76,Latte,15:59:26,15,Thursday,October,10
2024-10-31,card,ANON-0000-0000-0844,30.86,Americano with Milk,16:00:30,16,Thursday,October,10
2024-11-01,card,ANON-0000-0000-0842,35.76,Cocoa,08:24:03,8,Friday,November,11
2024-11-01,card,ANON-0000-0000-0304,25.96,Americano,08:30:57,8,Friday,November,11
2024-11-01,card,ANON-0000-0000-0612,35.76,Latte,10:54:50,10,Friday,November,11
2024-11-01,card,ANON-0000-0000-0012,35.76,Cocoa,12:41:26,12,Friday,November,11
2024-11-01,card,ANON-0000-0000-0012,35.76,Cocoa,12:42:18,12,Friday,November,11
2024-11-01,card,ANON-0000-0000-0845,25.96,Cortado,15:55:42,15,Friday,November,11
